Description,GeoAreaName,Year,Value
Proportion of women in managerial positions (%),Barbados,2018,46.51
Proportion of women in managerial positions (%),Barbados,2019,45.9
Proportion of women in managerial positions (%),Australia and New Zealand,2000,32.7
Proportion of women in managerial positions (%),Australia and New Zealand,2001,34.06
Proportion of women in managerial positions (%),Australia and New Zealand,2002,34.39
Proportion of women in managerial positions (%),Australia and New Zealand,2003,34.28
Proportion of women in managerial positions (%),Australia and New Zealand,2004,33.72
Proportion of women in managerial positions (%),Australia and New Zealand,2005,34.41
Proportion of women in managerial positions (%),Australia and New Zealand,2006,35.03
Proportion of women in managerial positions (%),Australia and New Zealand,2007,35.07
Proportion of women in managerial positions (%),Australia and New Zealand,2008,36.08
Proportion of women in managerial positions (%),Australia and New Zealand,2009,36.04
Proportion of women in managerial positions (%),Australia and New Zealand,2010,35.06
Proportion of women in managerial positions (%),Australia and New Zealand,2011,36.5
Proportion of women in managerial positions (%),Australia and New Zealand,2012,36.28
Proportion of women in managerial positions (%),Australia and New Zealand,2013,36.42
Proportion of women in managerial positions (%),Australia and New Zealand,2014,36.84
Proportion of women in managerial positions (%),Australia and New Zealand,2015,37.89
Proportion of women in managerial positions (%),Australia and New Zealand,2016,37.17
Proportion of women in managerial positions (%),Australia and New Zealand,2017,38.7
Proportion of women in managerial positions (%),Australia and New Zealand,2018,38.16
Proportion of women in managerial positions (%),Australia and New Zealand,2019,38.39
Proportion of women in managerial positions (%),Australia and New Zealand,2020,38.44
Proportion of women in managerial positions (%),Melanesia,2000,20.88
Proportion of women in managerial positions (%),Melanesia,2001,20.88
Proportion of women in managerial positions (%),Melanesia,2002,20.83
Proportion of women in managerial positions (%),Melanesia,2003,21.03
Proportion of women in managerial positions (%),Melanesia,2004,21.24
Proportion of women in managerial positions (%),Melanesia,2005,22.31
Proportion of women in managerial positions (%),Melanesia,2006,22.93
Proportion of women in managerial positions (%),Melanesia,2007,23.71
Proportion of women in managerial positions (%),Melanesia,2008,24.29
Proportion of women in managerial positions (%),Melanesia,2009,25.06
Proportion of women in managerial positions (%),Melanesia,2010,25.83
Proportion of women in managerial positions (%),Melanesia,2011,26.29
Proportion of women in managerial positions (%),Melanesia,2012,26.29
Proportion of women in managerial positions (%),Melanesia,2013,26.22
Proportion of women in managerial positions (%),Melanesia,2014,26.72
Proportion of women in managerial positions (%),Melanesia,2015,26.81
Proportion of women in managerial positions (%),Melanesia,2016,26.53
Proportion of women in managerial positions (%),Melanesia,2017,26.58
Proportion of women in managerial positions (%),Melanesia,2018,26.4
Proportion of women in managerial positions (%),Melanesia,2019,26.54
Proportion of women in managerial positions (%),Melanesia,2020,26.36
Proportion of women in managerial positions (%),Belgium,2000,32.07
Proportion of women in managerial positions (%),Belgium,2001,32.88
Proportion of women in managerial positions (%),Belgium,2002,31.8
Proportion of women in managerial positions (%),Belgium,2003,29.9
Proportion of women in managerial positions (%),Belgium,2004,29.88
Proportion of women in managerial positions (%),Belgium,2005,31.81
Proportion of women in managerial positions (%),Belgium,2006,31.47
Proportion of women in managerial positions (%),Belgium,2007,33.84
Proportion of women in managerial positions (%),Belgium,2008,32.68
Proportion of women in managerial positions (%),Belgium,2009,33.99
Proportion of women in managerial positions (%),Belgium,2010,34.1
Proportion of women in managerial positions (%),Belgium,2011,29.9
Proportion of women in managerial positions (%),Belgium,2012,32.44
Proportion of women in managerial positions (%),Belgium,2013,31.42
Proportion of women in managerial positions (%),Belgium,2014,31.65
Proportion of women in managerial positions (%),Belgium,2015,32.56
Proportion of women in managerial positions (%),Belgium,2016,32.66
Proportion of women in managerial positions (%),Belgium,2017,33.55
Proportion of women in managerial positions (%),Belgium,2018,33.91
Proportion of women in managerial positions (%),Belgium,2019,32.7
Proportion of women in managerial positions (%),Belgium,2020,34.46
Proportion of women in managerial positions (%),Micronesia,2000,26.62
Proportion of women in managerial positions (%),Micronesia,2001,26.89
Proportion of women in managerial positions (%),Micronesia,2002,27.14
Proportion of women in managerial positions (%),Micronesia,2003,26.78
Proportion of women in managerial positions (%),Micronesia,2004,26.66
Proportion of women in managerial positions (%),Micronesia,2005,26.56
Proportion of women in managerial positions (%),Micronesia,2006,26.68
Proportion of women in managerial positions (%),Micronesia,2007,26.13
Proportion of women in managerial positions (%),Micronesia,2008,26.35
Proportion of women in managerial positions (%),Micronesia,2009,26.67
Proportion of women in managerial positions (%),Micronesia,2010,26.58
Proportion of women in managerial positions (%),Micronesia,2011,25.95
Proportion of women in managerial positions (%),Micronesia,2012,27.53
Proportion of women in managerial positions (%),Micronesia,2013,27.55
Proportion of women in managerial positions (%),Micronesia,2014,27.64
Proportion of women in managerial positions (%),Micronesia,2015,27.68
Proportion of women in managerial positions (%),Micronesia,2016,27.72
Proportion of women in managerial positions (%),Micronesia,2017,27.75
Proportion of women in managerial positions (%),Micronesia,2018,27.75
Proportion of women in managerial positions (%),Micronesia,2019,27.77
Proportion of women in managerial positions (%),Micronesia,2020,27.58
Proportion of women in managerial positions (%),Bermuda,2000,55.04
Proportion of women in managerial positions (%),Bermuda,2009,48.91
Proportion of women in managerial positions (%),Bermuda,2010,43.5
Proportion of women in managerial positions (%),Polynesia,2000,30.05
Proportion of women in managerial positions (%),Polynesia,2001,30.25
Proportion of women in managerial positions (%),Polynesia,2002,30.53
Proportion of women in managerial positions (%),Polynesia,2003,30.91
Proportion of women in managerial positions (%),Polynesia,2004,31.29
Proportion of women in managerial positions (%),Polynesia,2005,31.65
Proportion of women in managerial positions (%),Polynesia,2006,31.9
Proportion of women in managerial positions (%),Polynesia,2007,32.29
Proportion of women in managerial positions (%),Polynesia,2008,32.55
Proportion of women in managerial positions (%),Polynesia,2009,32.84
Proportion of women in managerial positions (%),Polynesia,2010,33.24
Proportion of women in managerial positions (%),Polynesia,2011,33.63
Proportion of women in managerial positions (%),Polynesia,2012,33.74
Proportion of women in managerial positions (%),Polynesia,2013,33.87
Proportion of women in managerial positions (%),Polynesia,2014,34.07
Proportion of women in managerial positions (%),Polynesia,2015,34.36
Proportion of women in managerial positions (%),Polynesia,2016,34.7
Proportion of women in managerial positions (%),Polynesia,2017,34.91
Proportion of women in managerial positions (%),Polynesia,2018,35.03
Proportion of women in managerial positions (%),Polynesia,2019,35.13
Proportion of women in managerial positions (%),Polynesia,2020,34.63
Proportion of women in managerial positions (%),Central and Southern Asia,2000,12.52
Proportion of women in managerial positions (%),Central and Southern Asia,2001,12.56
Proportion of women in managerial positions (%),Central and Southern Asia,2002,12.61
Proportion of women in managerial positions (%),Central and Southern Asia,2003,12.67
Proportion of women in managerial positions (%),Central and Southern Asia,2004,12.94
Proportion of women in managerial positions (%),Central and Southern Asia,2005,13.06
Proportion of women in managerial positions (%),Central and Southern Asia,2006,13
Proportion of women in managerial positions (%),Central and Southern Asia,2007,12.92
Proportion of women in managerial positions (%),Central and Southern Asia,2008,12.56
Proportion of women in managerial positions (%),Central and Southern Asia,2009,12.26
Proportion of women in managerial positions (%),Central and Southern Asia,2010,12.04
Proportion of women in managerial positions (%),Central and Southern Asia,2011,12.3
Proportion of women in managerial positions (%),Central and Southern Asia,2012,12.53
Proportion of women in managerial positions (%),Central and Southern Asia,2013,12.52
Proportion of women in managerial positions (%),Central and Southern Asia,2014,12.7
Proportion of women in managerial positions (%),Central and Southern Asia,2015,12.66
